,carat,cut,color,clarity,depth,table,price,x,y,z,class
13924,0.71,Very Good,D,VS1,62.0,61.0,3420,5.71,5.74,3.55,accept
13925,1.21,Very Good,J,VS2,59.9,59.0,4754,6.86,6.92,4.13,reject
13926,0.56,Ideal,E,VS2,61.6,57.0,1625,5.3,5.32,3.27,accept
13927,0.4,Premium,H,VVS2,60.6,60.0,877,4.75,4.79,2.89,reject
13928,0.7,Good,F,SI1,63.2,57.0,2401,5.62,5.68,3.57,reject
13929,0.53,Good,G,VVS2,64.3,58.0,1769,5.11,5.15,3.3,reject
13930,0.35,Premium,F,VS2,62.0,59.0,706,4.51,4.55,2.81,accept
13931,0.3,Very Good,H,VS1,63.1,57.0,675,4.26,4.24,2.68,reject
13932,0.71,Premium,D,VS1,58.1,62.0,3090,5.89,5.84,3.41,accept
13933,0.53,Premium,E,VS2,61.6,57.0,1813,5.21,5.18,3.2,accept
13934,1.0,Very Good,E,SI2,62.5,59.0,4308,6.31,6.37,3.96,reject
13935,0.3,Ideal,D,VS2,62.3,54.0,710,4.29,4.34,2.69,accept
13936,0.75,Ideal,D,VS2,61.1,55.0,3679,5.87,5.89,3.6,accept
13937,1.71,Very Good,J,VS1,61.9,59.0,10428,7.6,7.69,4.73,reject
13938,0.52,Ideal,G,VVS2,62.1,57.0,1835,5.13,5.15,3.19,reject
13939,0.41,Premium,E,VVS1,60.7,58.0,1431,4.86,4.8,2.93,accept
13940,0.26,Very Good,G,VVS2,62.2,56.0,486,4.09,4.12,2.55,reject
13941,0.41,Premium,E,VVS1,62.9,59.0,1431,4.76,4.72,2.98,accept
13942,0.54,Ideal,F,VVS1,61.6,55.0,2977,5.28,5.27,3.25,accept
13943,0.4,Ideal,E,VVS2,61.5,55.0,988,4.77,4.79,2.94,accept
13944,0.3,Premium,H,VS1,60.4,61.0,675,4.31,4.27,2.59,reject
13945,0.9,Good,H,SI1,64.4,58.0,3465,6.04,6.08,3.9,reject
13946,0.91,Good,G,SI2,63.6,59.0,3282,6.15,6.11,3.9,reject
13947,1.0,Ideal,I,SI1,61.6,59.0,4133,6.34,6.42,3.93,reject
13948,0.7,Very Good,E,VS2,62.9,56.0,2673,5.61,5.67,3.55,accept
13949,0.31,Premium,I,SI1,59.6,58.0,418,4.39,4.44,2.63,reject
13950,0.59,Ideal,D,VS1,62.0,56.0,2319,5.35,5.39,3.33,accept
13951,0.4,Ideal,E,SI2,61.3,56.0,629,4.75,4.78,2.92,reject
13952,0.32,Ideal,E,VS2,61.9,55.0,900,4.43,4.42,2.74,accept
13953,1.2,Ideal,H,SI1,61.9,54.0,6588,6.83,6.9,4.25,reject
13954,1.01,Premium,D,SI2,58.3,59.0,4672,6.67,6.63,3.88,reject
13955,0.34,Ideal,E,VVS1,61.9,56.0,1014,4.47,4.51,2.78,accept
13956,0.26,Ideal,F,VS1,62.1,54.0,618,4.12,4.13,2.56,reject
13957,0.3,Premium,E,VS2,61.9,59.0,844,4.33,4.29,2.67,accept
13958,0.51,Very Good,E,VS1,61.0,59.0,1717,5.13,5.17,3.14,accept
13959,0.56,Ideal,H,SI1,61.9,54.0,1270,5.3,5.33,3.29,reject
13960,0.39,Very Good,G,VS2,62.4,56.0,787,4.64,4.68,2.91,reject
13961,0.92,Very Good,H,VS1,59.7,63.0,4721,6.34,6.29,3.77,reject
13962,1.03,Premium,H,SI1,60.7,60.0,4384,6.61,6.53,3.99,reject
13963,0.54,Ideal,D,VS2,61.2,56.0,1842,5.23,5.29,3.22,accept
13964,0.51,Ideal,E,VS2,61.5,55.0,1662,5.23,5.14,3.19,accept
13965,0.53,Ideal,D,VS2,61.1,56.0,1825,5.28,5.24,3.21,accept
13966,2.03,Very Good,I,SI1,62.9,57.0,15153,8.02,8.06,5.06,reject
13967,0.72,Ideal,F,VS1,62.0,56.0,2879,5.76,5.73,3.56,accept
13968,0.33,Ideal,G,VS2,61.2,55.0,579,4.46,4.49,2.74,reject
13969,0.6,Good,E,VVS2,64.2,55.0,2511,5.31,5.34,3.42,accept
13970,1.04,Premium,G,VS2,60.1,59.0,6589,6.56,6.59,3.95,reject
13971,0.34,Very Good,G,SI1,60.8,59.0,507,4.46,4.56,2.74,reject
13972,1.04,Premium,D,IF,60.6,56.0,15671,6.6,6.54,3.98,reject
13973,0.72,Premium,J,SI1,60.9,57.0,1579,5.84,5.78,3.54,reject
13974,0.38,Ideal,F,VS2,62.4,54.0,969,4.65,4.6,2.89,accept
13975,1.17,Premium,H,SI2,62.7,56.0,4914,6.74,6.68,4.21,reject
13976,0.71,Ideal,G,VS1,61.8,57.0,3431,5.69,5.73,3.53,reject
13977,1.01,Good,D,SI2,63.6,57.0,4805,6.39,6.35,4.05,reject
13978,0.35,Ideal,F,VS2,62.6,56.0,706,4.49,4.52,2.82,accept
13979,0.7,Ideal,H,SI1,60.5,57.0,2548,5.81,5.79,3.51,reject
13980,0.39,Premium,G,IF,59.0,60.0,1362,4.78,4.75,2.81,reject
13981,1.2,Very Good,G,VS2,63.5,57.0,8032,6.76,6.66,4.26,reject
13982,0.32,Ideal,F,VS2,61.5,56.0,645,4.4,4.42,2.71,accept
13983,0.71,Very Good,E,VS2,59.9,59.0,2921,5.77,5.81,3.47,accept
13984,0.5,Good,F,VS2,63.2,56.0,1436,5.01,5.05,3.18,accept
13985,0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52,accept
13986,0.35,Fair,F,VVS1,54.6,59.0,1011,4.85,4.79,2.63,accept
13987,0.56,Ideal,F,VS2,62.1,57.0,1814,5.29,5.28,3.28,accept
13988,0.3,Ideal,F,VVS2,61.9,54.1,728,4.31,4.33,2.67,accept
13989,0.36,Ideal,F,VS2,61.0,56.0,759,4.61,4.64,2.82,accept
13990,0.56,Ideal,F,VVS2,60.3,56.0,2318,5.39,5.35,3.24,accept
13991,0.3,Ideal,E,VS2,61.5,55.0,844,4.33,4.29,2.65,accept
13992,0.3,Ideal,E,VS2,62.4,57.0,658,4.29,4.33,2.69,accept
13993,0.39,Very Good,D,VVS2,61.4,59.0,1056,4.69,4.73,2.89,accept
13994,0.3,Ideal,G,VS2,61.3,56.0,675,4.33,4.28,2.64,reject
13995,0.34,Ideal,E,VS2,62.4,54.0,956,4.49,4.48,2.8,accept
13996,0.63,Ideal,E,VS2,60.8,57.0,2513,5.53,5.55,3.37,accept
13997,0.57,Premium,H,VVS1,61.6,58.0,2172,5.39,5.35,3.31,reject
13998,0.72,Very Good,F,VS2,63.6,58.0,2787,5.66,5.69,3.61,accept
13999,0.34,Very Good,H,VS2,63.2,55.0,689,4.5,4.46,2.83,reject
14000,0.32,Ideal,E,VVS1,60.9,56.0,813,4.41,4.43,2.69,accept
14001,0.76,Good,I,SI1,64.1,59.0,1914,5.73,5.75,3.68,reject
14002,0.53,Ideal,E,VS2,61.4,56.0,1721,5.18,5.25,3.2,accept
14003,0.31,Ideal,E,IF,61.9,56.0,1060,4.35,4.37,2.7,accept
14004,0.73,Ideal,G,SI1,61.6,57.0,2278,5.81,5.79,3.57,reject
14005,0.8,Ideal,G,SI1,60.8,57.0,2699,6.02,6.05,3.67,reject
14006,0.7,Very Good,F,VS2,61.7,60.0,2744,5.63,5.65,3.48,accept
14007,1.12,Premium,E,SI2,63.0,61.0,4215,6.66,6.61,4.18,reject
14008,0.54,Good,F,VS1,63.7,55.0,2090,5.16,5.11,3.27,accept
14009,1.42,Ideal,I,SI1,61.9,57.0,7157,7.23,7.15,4.45,reject
14010,0.31,Ideal,E,VS2,61.8,55.0,680,4.35,4.39,2.7,accept
14011,0.31,Ideal,E,VS2,61.7,56.0,872,4.35,4.31,2.67,accept
14012,0.43,Premium,F,VVS1,60.3,58.0,1422,4.91,4.88,2.95,accept
14013,0.4,Very Good,G,VVS2,59.2,63.0,945,4.88,4.81,2.87,reject
14014,1.07,Ideal,D,IF,60.9,54.0,17042,6.66,6.73,4.08,reject
14015,0.7,Good,F,VVS2,63.1,57.0,2940,5.59,5.66,3.55,accept
14016,0.81,Ideal,E,SI1,61.9,56.0,3935,5.97,6.02,3.71,reject
14017,0.9,Very Good,D,VS2,60.9,62.0,4804,6.11,6.18,3.74,reject
14018,1.05,Ideal,J,VS1,62.8,57.0,4116,6.45,6.41,4.04,reject
14019,0.34,Premium,E,SI1,59.3,58.0,596,4.55,4.59,2.71,reject
14020,0.71,Ideal,E,VS1,61.8,55.0,3332,5.72,5.77,3.55,accept
14021,0.5,Very Good,F,VVS2,61.2,57.0,1891,5.1,5.13,3.13,accept
14022,0.4,Ideal,E,SI1,62.4,53.0,694,4.73,4.75,2.96,reject
14023,2.01,Good,H,SI2,57.6,60.0,12215,8.32,8.23,4.76,reject
14024,0.38,Good,F,VS2,62.7,58.0,752,4.56,4.6,2.87,accept
14025,0.61,Ideal,F,VS2,62.4,55.0,2108,5.45,5.42,3.39,accept
14026,0.71,Very Good,E,SI1,61.3,59.0,2735,5.69,5.73,3.5,reject
14027,0.41,Ideal,F,VVS2,61.0,56.0,1192,4.82,4.78,2.93,accept
14028,0.41,Ideal,F,VVS2,62.1,55.0,1036,4.77,4.79,2.97,accept
14029,0.51,Very Good,F,SI1,61.7,55.0,1320,5.14,5.16,3.18,reject
14030,0.31,Ideal,F,VVS1,62.4,55.0,985,4.34,4.32,2.7,accept
14031,0.41,Ideal,G,VVS2,62.2,56.0,1007,4.75,4.8,2.97,reject
14032,0.33,Premium,G,VS1,59.2,59.0,666,4.51,4.54,2.68,reject
14033,0.71,Premium,E,VS2,62.0,61.0,3062,5.71,5.65,3.52,accept
14034,2.07,Premium,H,SI1,62.0,58.0,13786,8.17,8.09,5.04,reject
14035,0.74,Very Good,E,VS1,63.1,58.0,2849,5.75,5.73,3.62,accept
14036,0.34,Ideal,F,VVS2,61.3,56.0,848,4.52,4.56,2.78,accept
14037,0.5,Premium,E,SI2,59.7,59.0,1063,5.18,5.11,3.07,reject
14038,0.7,Very Good,F,SI1,59.2,60.0,2453,5.77,5.79,3.42,reject
14039,0.73,Good,F,VVS2,58.2,63.0,3166,5.87,6.01,3.46,accept
14040,0.72,Ideal,E,SI1,62.1,57.0,2608,5.71,5.75,3.56,reject
14041,0.42,Ideal,D,SI1,61.5,56.0,810,4.81,4.85,2.97,reject
14042,0.5,Ideal,E,VVS2,62.4,54.0,2346,5.11,5.09,3.18,accept
14043,0.3,Ideal,F,VVS1,62.1,55.0,1114,4.32,4.31,2.68,accept
14044,0.36,Ideal,J,VVS2,61.7,55.0,525,4.61,4.63,2.85,reject
14045,0.32,Ideal,F,VS2,62.8,57.0,828,4.36,4.33,2.73,accept
14046,1.1,Ideal,G,SI2,62.6,56.0,5535,6.64,6.58,4.14,reject
14047,0.53,Ideal,E,VS2,62.0,56.0,1956,5.29,5.2,3.25,accept
14048,0.35,Premium,I,VS1,61.1,60.0,552,4.52,4.58,2.78,reject
14049,0.4,Very Good,D,VS2,62.8,57.0,982,4.68,4.72,2.95,accept
14050,0.41,Ideal,E,SI1,61.4,57.0,705,4.78,4.8,2.94,reject
14051,0.57,Ideal,E,VVS2,62.0,57.0,2447,5.29,5.33,3.29,accept
14052,0.51,Ideal,E,VS2,60.4,57.0,1656,5.15,5.18,3.12,accept
14053,1.02,Ideal,F,VS1,61.0,56.0,7654,6.54,6.5,3.98,reject
14054,0.54,Ideal,E,VS2,61.8,55.0,1684,5.26,5.22,3.24,accept
14055,0.34,Premium,D,VS2,59.3,59.0,881,4.59,4.55,2.71,accept
14056,0.76,Ideal,E,SI1,61.7,57.0,2949,5.84,5.89,3.62,reject
14057,0.28,Very Good,E,IF,59.6,55.0,688,4.24,4.31,2.55,accept
14058,1.51,Ideal,H,SI1,62.4,57.0,9569,7.3,7.34,4.57,reject
14059,0.9,Ideal,F,SI2,61.9,56.0,3796,6.19,6.24,3.85,reject
14060,0.3,Ideal,D,VVS1,62.2,57.0,1112,4.35,4.3,2.69,accept
14061,0.56,Ideal,D,IF,62.4,56.0,4216,5.24,5.28,3.28,accept
14062,1.2,Very Good,G,SI1,63.5,56.0,6666,6.77,6.7,4.28,reject
14063,0.72,Premium,F,VS2,62.7,59.0,2607,5.75,5.71,3.59,accept
14064,0.62,Ideal,G,VVS2,61.6,56.0,2861,5.48,5.51,3.38,reject
14065,0.4,Very Good,H,VS2,63.1,62.0,895,4.75,4.66,2.97,reject
14066,0.7,Ideal,D,VS2,61.2,57.0,3788,5.69,5.75,3.5,accept
14067,1.04,Very Good,H,SI2,60.2,60.0,4332,6.52,6.57,3.94,reject
14068,1.0,Premium,E,SI2,62.6,60.0,4116,6.35,6.33,3.97,reject
14069,0.5,Ideal,J,VS2,61.9,54.0,1054,5.1,5.14,3.17,reject
14070,1.14,Very Good,E,SI2,61.5,58.0,5236,6.66,6.73,4.12,reject
14071,0.58,Ideal,F,VS1,60.6,55.0,2117,5.41,5.48,3.3,accept
14072,0.52,Ideal,E,VS2,61.3,57.0,1576,5.19,5.22,3.19,accept
14073,0.35,Ideal,F,VS2,62.2,55.0,906,4.53,4.48,2.8,accept
14074,0.39,Ideal,I,IF,62.3,54.0,895,4.69,4.71,2.93,reject
14075,2.02,Good,F,SI2,61.9,61.0,15261,8.06,8.02,4.98,reject
14076,1.17,Premium,G,VS1,60.6,60.0,7666,6.81,6.79,4.12,reject
14077,0.51,Good,E,VS1,57.9,63.0,1760,5.24,5.39,3.08,accept
14078,1.08,Ideal,H,VS1,61.9,57.0,5791,6.58,6.64,4.09,reject
14079,1.04,Premium,F,VS2,61.9,58.0,6908,6.55,6.51,4.04,reject
14080,0.27,Ideal,E,VVS2,63.0,56.0,799,4.14,4.12,2.6,accept
14081,1.01,Good,E,VS2,62.5,58.0,6221,6.32,6.36,3.96,reject
14082,0.39,Ideal,F,VVS2,62.0,54.0,988,4.7,4.72,2.92,accept
14083,0.41,Premium,D,VVS2,61.8,58.0,1295,4.75,4.79,2.95,accept
14084,0.39,Ideal,E,VS2,61.3,56.0,911,4.71,4.75,2.9,accept
14085,0.28,Very Good,E,VVS1,60.9,60.0,612,4.25,4.26,2.59,accept
14086,0.55,Ideal,F,VVS2,62.0,55.0,2268,5.26,5.29,3.27,accept
14087,1.02,Very Good,G,VS2,63.4,59.0,6169,6.32,6.3,4.0,reject
14088,0.7,Good,I,SI1,63.6,61.0,2142,5.63,5.59,3.57,reject
14089,0.52,Ideal,G,VVS2,60.8,57.0,2012,5.21,5.16,3.15,reject
14090,1.06,Very Good,H,VS1,62.2,59.0,5456,6.47,6.52,4.04,reject
14091,0.97,Very Good,F,VVS2,58.1,60.0,6889,6.49,6.53,3.78,reject
14092,0.52,Ideal,G,SI1,61.4,56.0,1675,5.18,5.21,3.19,reject
14093,0.36,Ideal,E,VS2,61.2,56.0,789,4.6,4.62,2.82,accept
14094,1.63,Very Good,H,VVS1,59.1,58.0,13211,7.68,7.84,4.59,reject
14095,0.51,Ideal,F,VVS2,62.4,57.0,2093,5.08,5.12,3.18,accept
14096,0.32,Premium,I,VS1,59.8,60.0,648,4.46,4.44,2.66,reject
14097,0.44,Ideal,D,VS1,62.3,55.0,1235,4.85,4.88,3.03,reject
14098,1.01,Fair,F,VS2,61.1,60.0,6271,6.49,6.4,3.94,reject
14099,0.74,Ideal,E,VS2,62.6,56.0,3036,5.73,5.81,3.61,accept
14100,0.31,Premium,H,VVS2,61.2,60.0,802,4.39,4.37,2.68,reject
14101,0.23,Very Good,E,VVS2,61.6,61.0,505,3.92,3.97,2.43,accept
14102,1.02,Premium,G,VS2,62.0,57.0,5581,6.48,6.43,4.0,reject
14103,0.51,Premium,E,SI2,59.5,60.0,1294,5.25,5.17,3.1,reject
14104,0.4,Premium,D,VS2,60.5,59.0,982,4.76,4.8,2.89,accept
14105,0.23,Very Good,E,VVS1,61.3,58.0,472,3.94,3.96,2.42,accept
14106,0.51,Ideal,D,VS1,61.6,57.0,1962,5.13,5.16,3.17,accept
14107,0.3,Premium,E,VS2,61.7,58.0,844,4.34,4.32,2.67,accept
14108,0.33,Ideal,H,VVS2,61.9,55.0,666,4.45,4.47,2.76,reject
14109,1.25,Ideal,G,VVS2,62.5,54.0,10636,6.88,6.93,4.31,reject
14110,1.01,Ideal,D,SI1,63.0,56.0,6579,6.36,6.41,4.02,reject
14111,0.5,Very Good,F,VS2,62.8,56.0,1436,5.05,5.07,3.18,accept
14112,0.3,Fair,E,VVS2,66.6,54.0,586,4.14,4.18,2.77,accept
14113,0.4,Ideal,E,VS2,62.2,56.0,975,4.74,4.72,2.94,accept
14114,0.56,Very Good,E,VS2,62.1,57.0,1819,5.27,5.3,3.28,accept
14115,0.54,Very Good,F,VVS1,59.7,56.0,2356,5.33,5.35,3.19,accept
14116,0.7,Very Good,E,VS2,63.4,59.0,2952,5.63,5.67,3.58,accept
14117,0.63,Very Good,F,VS2,63.0,56.2,2032,5.38,5.48,3.42,accept
14118,1.26,Ideal,H,VS2,61.7,56.0,7424,6.95,6.89,4.27,reject
14119,0.28,Very Good,D,VVS2,62.2,59.0,642,4.18,4.21,2.61,accept
14120,0.29,Ideal,G,IF,60.6,57.0,673,4.28,4.31,2.6,reject
14121,0.71,Very Good,D,VVS2,61.7,58.0,4014,5.71,5.74,3.53,accept
14122,0.43,Premium,G,VS2,60.8,59.0,1113,4.91,4.86,2.97,reject
14123,1.05,Ideal,D,SI2,62.1,58.0,5702,6.49,6.52,4.04,reject
14124,0.54,Good,E,SI1,59.9,63.0,1601,5.25,5.3,3.16,reject
14125,0.4,Premium,F,VS2,61.6,58.0,1080,4.8,4.75,2.94,accept
14126,0.72,Good,E,VS2,60.8,62.0,3140,5.73,5.78,3.5,accept
14127,0.31,Premium,F,VS2,61.3,59.0,625,4.31,4.34,2.65,accept
14128,1.02,Premium,F,SI2,62.7,59.0,4151,6.38,6.45,4.02,reject
14129,0.61,Good,D,SI1,59.0,57.0,1759,5.54,5.57,3.28,reject
14130,0.3,Ideal,E,VVS1,60.0,60.0,826,4.37,4.39,2.63,accept
14131,1.51,Premium,I,VS2,59.9,60.0,10010,7.42,7.36,4.43,reject
14132,0.3,Ideal,E,VS2,62.1,56.0,658,4.25,4.31,2.66,accept
14133,0.52,Ideal,F,VS2,62.3,57.0,2246,5.18,5.13,3.21,accept
14134,1.0,Premium,G,VS2,60.0,59.0,5967,6.52,6.47,3.9,reject
14135,0.35,Premium,D,VS2,60.4,58.0,829,4.53,4.58,2.75,accept
14136,0.33,Very Good,G,VS1,63.1,57.0,854,4.4,4.38,2.77,reject
14137,0.72,Ideal,E,SI1,61.0,56.0,2976,5.82,5.85,3.56,reject
14138,0.38,Ideal,F,SI2,60.6,56.0,827,4.73,4.7,2.86,reject
14139,0.51,Ideal,F,VS1,61.3,54.0,1836,5.23,5.12,3.17,accept
14140,0.31,Premium,I,SI1,59.6,58.0,537,4.44,4.39,2.63,reject
14141,1.54,Ideal,F,VS2,61.9,57.0,12978,7.42,7.35,4.57,reject
14142,0.31,Premium,F,VS2,62.3,60.0,625,4.32,4.35,2.7,accept
14143,0.35,Ideal,G,IF,61.4,55.0,1116,4.59,4.56,2.81,reject
14144,0.43,Ideal,E,VS2,61.9,56.0,1048,4.88,4.85,3.01,accept
14145,0.53,Ideal,E,VS2,62.5,57.0,1607,5.16,5.18,3.23,accept
14146,1.56,Good,G,SI2,63.7,54.0,6246,7.35,7.31,4.67,reject
14147,0.5,Very Good,E,VVS2,62.6,59.0,2105,5.02,5.05,3.15,accept
14148,0.34,Ideal,D,VS2,62.1,55.0,805,4.46,4.49,2.78,accept
14149,0.39,Ideal,F,VS2,60.0,57.0,1053,4.76,4.7,2.84,accept
14150,1.0,Very Good,E,IF,63.1,56.0,10954,6.32,6.39,4.01,accept
14151,0.61,Ideal,E,VVS2,62.1,54.2,2907,5.43,5.45,3.38,accept
14152,0.33,Premium,D,SI1,60.3,58.0,608,4.47,4.49,2.7,reject
14153,0.31,Ideal,D,VS2,60.8,56.0,692,4.39,4.42,2.68,accept
14154,0.7,Ideal,J,VS2,61.6,56.0,1940,5.71,5.65,3.5,reject
14155,0.51,Very Good,E,SI1,62.2,55.0,1318,5.09,5.11,3.17,reject
14156,0.58,Ideal,F,VS2,61.9,60.0,1811,5.32,5.35,3.3,accept
14157,0.33,Ideal,F,VVS1,61.7,55.0,880,4.42,4.46,2.74,accept
14158,1.09,Ideal,I,VS1,62.7,54.0,5401,6.6,6.54,4.12,reject
14159,0.58,Ideal,D,SI1,61.1,57.0,1737,5.36,5.41,3.29,reject
14160,0.26,Ideal,D,VVS2,62.5,56.0,599,4.08,4.11,2.56,accept
14161,0.51,Premium,E,VS2,61.3,58.0,1656,5.13,5.15,3.15,accept
14162,0.3,Very Good,I,SI1,62.2,57.0,394,4.25,4.27,2.65,reject
14163,0.23,Very Good,E,VVS1,62.2,59.0,465,3.92,3.96,2.45,accept
14164,0.54,Premium,D,VVS2,62.0,59.0,2505,5.17,5.22,3.22,accept
14165,0.34,Very Good,F,VS2,62.9,58.0,686,4.44,4.46,2.8,accept
14166,0.5,Premium,E,VS2,61.4,58.0,1624,5.07,5.12,3.13,accept
14167,1.31,Very Good,J,VS1,63.7,55.0,6101,6.94,7.01,4.44,reject
14168,1.0,Premium,H,SI2,59.4,60.0,3080,6.49,6.4,3.83,reject
14169,0.81,Very Good,E,SI1,61.9,58.0,3243,5.92,5.97,3.68,reject
14170,0.3,Ideal,F,IF,62.5,54.0,886,4.31,4.33,2.7,accept
14171,1.01,Ideal,E,IF,61.4,57.0,12865,6.53,6.46,3.99,accept
14172,1.03,Ideal,F,VVS2,62.0,56.0,9245,6.45,6.48,4.01,reject
14173,0.71,Premium,E,VS2,62.1,59.0,2735,5.72,5.68,3.54,accept
14174,0.96,Ideal,J,VS2,61.5,57.0,3326,6.32,6.36,3.9,reject
14175,0.24,Very Good,D,VVS1,61.5,60.0,553,3.97,4.0,2.45,accept
14176,0.31,Ideal,F,IF,62.2,56.0,1046,4.34,4.31,2.69,accept
14177,0.34,Very Good,F,VVS1,61.3,57.0,939,4.49,4.52,2.76,accept
14178,1.51,Premium,H,SI2,60.4,59.0,7864,7.3,7.27,4.4,reject
14179,0.54,Ideal,G,VVS1,61.3,56.0,2041,5.25,5.27,3.23,reject
14180,0.41,Ideal,F,VS2,62.3,57.0,1107,4.78,4.75,2.97,accept
14181,0.43,Ideal,F,IF,61.5,56.0,1580,4.89,4.86,3.0,accept
14182,0.55,Very Good,E,VS2,61.5,56.0,1786,5.25,5.28,3.24,accept
14183,0.32,Ideal,F,SI1,60.6,57.0,604,4.45,4.49,2.71,reject
14184,0.32,Ideal,E,VVS1,61.2,55.0,892,4.4,4.45,2.71,accept
14185,0.32,Very Good,H,SI2,60.4,59.0,393,4.39,4.42,2.66,reject
14186,0.7,Very Good,E,VVS2,60.7,56.0,3295,5.77,5.82,3.52,accept
14187,0.33,Premium,G,VS1,60.3,59.0,854,4.52,4.44,2.7,reject
14188,0.24,Very Good,D,VVS1,61.9,54.0,492,3.99,4.02,2.48,accept
14189,0.32,Ideal,D,VS2,62.2,56.0,758,4.38,4.4,2.73,accept
14190,1.01,Very Good,E,VVS2,63.3,58.0,8912,6.39,6.31,4.02,accept
14191,0.41,Very Good,F,SI1,62.4,60.0,801,4.73,4.75,2.96,reject
14192,2.68,Very Good,I,I1,63.5,56.0,9665,8.81,8.77,5.58,reject
14193,0.32,Very Good,D,VVS1,61.6,54.0,1015,4.4,4.43,2.72,accept
14194,0.42,Good,F,VVS1,61.2,64.0,1164,4.75,4.8,2.92,accept
14195,0.83,Ideal,E,SI2,62.2,57.0,2870,6.0,6.05,3.75,reject
14196,0.52,Ideal,D,VS1,60.4,56.0,2146,5.24,5.26,3.17,accept
14197,1.02,Premium,H,SI1,59.1,60.0,4037,6.59,6.54,3.88,reject
14198,0.52,Ideal,E,VS2,61.0,55.0,1651,5.2,5.26,3.19,accept
14199,2.11,Premium,J,SI2,60.7,60.0,12440,8.2,8.27,5.0,reject
14200,1.06,Ideal,E,SI2,60.7,57.0,3977,6.61,6.59,4.0,reject
14201,0.51,Very Good,E,SI2,59.3,63.0,1427,5.18,5.25,3.09,reject
14202,0.9,Ideal,G,SI2,60.6,55.0,4077,6.27,6.33,3.82,reject
14203,0.32,Ideal,E,VVS1,61.6,56.0,954,4.41,4.42,2.72,accept
14204,1.52,Ideal,F,SI1,61.5,55.0,12477,7.44,7.41,4.57,reject
14205,0.33,Very Good,D,VVS1,61.2,59.0,948,4.4,4.43,2.7,accept
14206,0.73,Very Good,G,VVS1,60.2,61.0,3567,5.83,5.89,3.53,reject
14207,0.41,Premium,G,VS1,62.7,57.0,961,4.77,4.74,2.98,reject
14208,0.9,Very Good,F,SI2,61.6,56.0,3601,6.22,6.29,3.85,reject
14209,0.53,Very Good,D,VS2,62.6,58.0,1682,5.14,5.18,3.23,accept
14210,0.3,Premium,E,VVS1,61.3,59.0,895,4.28,4.33,2.64,accept
14211,0.58,Very Good,F,VVS1,59.7,57.0,2636,5.48,5.51,3.28,accept
14212,0.33,Ideal,E,VVS2,61.2,57.0,1114,4.47,4.45,2.73,accept
14213,0.8,Ideal,H,VS2,60.6,56.0,3153,6.03,6.08,3.67,reject
14214,0.3,Premium,D,VS2,61.0,58.0,911,4.34,4.32,2.64,accept
14215,0.25,Very Good,F,VVS2,60.4,59.0,575,4.09,4.12,2.48,accept
14216,0.35,Premium,I,VS2,61.2,58.0,630,4.57,4.55,2.79,reject
14217,0.72,Ideal,G,VS1,62.6,53.0,2746,5.76,5.78,3.61,reject
14218,0.78,Very Good,D,VS1,60.5,55.0,4234,6.0,6.03,3.64,reject
14219,0.24,Very Good,E,VVS1,60.3,61.0,521,4.03,4.06,2.44,accept
14220,1.81,Fair,J,I1,68.0,57.0,5859,7.43,7.39,5.04,reject
14221,1.2,Good,G,VS2,65.2,56.0,6793,6.61,6.67,4.33,reject
14222,0.51,Ideal,D,VS2,61.6,57.0,2056,5.19,5.14,3.18,accept
14223,1.01,Premium,D,SI2,61.8,57.0,4338,6.47,6.42,3.98,reject
14224,0.43,Good,I,VS2,58.0,57.0,696,4.96,5.01,2.89,reject
14225,1.85,Very Good,H,I1,63.3,56.0,5688,7.8,7.75,4.92,reject
14226,0.28,Very Good,F,VVS2,60.2,58.0,628,4.26,4.28,2.57,accept
14227,0.7,Premium,H,SI2,60.5,61.0,1808,5.75,5.72,3.47,reject
14228,0.36,Ideal,H,VS1,61.8,57.0,810,4.6,4.56,2.83,reject
14229,0.7,Very Good,E,VS2,61.2,59.0,2757,5.69,5.72,3.49,accept
14230,0.31,Ideal,E,VS2,62.0,56.0,589,4.36,4.38,2.71,accept
14231,0.31,Ideal,F,VS2,62.6,57.0,625,4.27,4.33,2.69,accept
14232,0.31,Ideal,F,VS2,62.3,55.0,625,4.33,4.37,2.71,accept
14233,0.41,Ideal,F,VVS2,61.4,56.0,1115,4.76,4.81,2.94,accept
14234,0.3,Fair,F,VS2,65.4,55.0,776,4.25,4.22,2.77,accept
14235,0.7,Premium,F,SI1,60.8,59.0,2023,5.73,5.71,3.48,reject
14236,1.04,Ideal,E,VVS2,62.0,58.0,9552,6.54,6.46,4.03,accept
14237,1.07,Premium,H,VS1,60.5,61.0,4494,6.67,6.59,4.01,reject
14238,1.52,Ideal,E,VS2,62.2,57.0,15239,7.34,7.38,4.58,reject
14239,0.33,Ideal,F,VVS2,61.7,55.0,761,4.46,4.49,2.76,accept
14240,1.21,Ideal,H,VS1,62.7,56.0,6784,6.79,6.84,4.27,reject
14241,0.7,Good,D,VS2,58.0,65.0,3073,5.81,5.73,3.39,accept
14242,0.7,Premium,F,VS2,59.5,58.0,2838,5.85,5.75,3.45,accept
14243,0.32,Very Good,F,VS2,63.4,57.0,828,4.36,4.32,2.75,accept
14244,0.41,Ideal,D,VS2,61.7,56.0,1076,4.81,4.78,2.96,accept
