,carat,cut,color,clarity,depth,table,price,x,y,z
24788,1.3,Ideal,G,IF,62.3,56.0,12467,6.95,6.99,4.34
24789,0.92,Fair,F,SI2,65.1,58.0,3282,6.12,6.07,3.97
24790,0.54,Ideal,H,VVS1,61.2,57.0,1814,5.25,5.21,3.2
24791,0.7,Premium,G,VS2,62.2,61.0,2657,5.59,5.54,3.46
24792,0.79,Very Good,H,SI1,63.4,57.0,2649,5.86,5.9,3.73
24793,0.71,Ideal,G,SI1,61.9,56.0,3007,5.73,5.76,3.55
24794,0.31,Good,G,SI2,63.2,55.0,408,4.31,4.33,2.73
24795,1.01,Premium,G,VS2,61.2,58.0,5864,6.49,6.46,3.96
24796,0.29,Very Good,E,VS1,61.8,59.0,504,4.21,4.27,2.62
24797,0.73,Very Good,F,SI2,58.0,61.0,2485,5.94,5.99,3.46
24798,0.32,Ideal,D,SI1,61.9,57.0,756,4.4,4.36,2.71
24799,1.15,Very Good,E,SI2,60.0,59.0,5257,6.78,6.82,4.08
24800,1.5,Ideal,E,SI1,62.6,56.0,10777,7.27,7.3,4.56
24801,0.3,Premium,H,VVS1,60.7,58.0,796,4.38,4.35,2.65
24802,1.36,Very Good,H,SI2,61.5,58.0,6279,7.09,7.16,4.38
24803,0.33,Ideal,D,VS1,60.9,57.0,957,4.5,4.47,2.73
24804,1.24,Good,G,SI2,63.7,60.0,4861,6.77,6.7,4.3
24805,0.52,Good,G,VS1,63.9,56.0,1576,5.08,5.12,3.26
24806,0.7,Very Good,F,SI1,62.5,59.0,2672,5.66,5.54,3.5
24807,0.9,Premium,D,SI1,62.8,59.0,4612,6.18,6.14,3.87
24808,1.05,Premium,I,SI2,58.3,57.0,2911,6.72,6.67,3.9
24809,1.7,Fair,F,SI2,64.5,57.0,9996,7.55,7.51,4.86
24810,1.02,Premium,J,SI1,63.0,58.0,3856,6.44,6.39,4.04
24811,1.2,Very Good,D,SI2,62.6,57.0,5451,6.74,6.84,4.25
24812,0.4,Very Good,E,SI2,63.1,57.0,798,4.72,4.7,2.97
24813,1.22,Premium,F,VVS1,61.9,58.0,11723,6.81,6.85,4.23
24814,0.41,Very Good,E,SI2,61.9,55.0,683,4.77,4.8,2.96
24815,1.57,Premium,H,VS2,61.0,59.0,11470,7.5,7.54,4.59
24816,0.59,Very Good,G,IF,60.9,57.0,2611,5.38,5.42,3.29
24817,0.74,Premium,D,SI1,62.4,59.0,3036,5.73,5.8,3.6
24818,1.2,Very Good,J,SI2,61.8,60.0,4580,6.76,6.83,4.2
24819,0.54,Ideal,H,VS1,61.0,56.0,1560,5.25,5.27,3.21
24820,0.51,Very Good,G,VVS2,61.7,58.0,1875,5.13,5.18,3.18
24821,0.53,Very Good,D,SI1,61.4,57.0,1631,5.2,5.26,3.21
24822,2.02,Fair,H,VS2,64.5,57.0,18565,8.0,7.95,5.14
24823,0.91,Very Good,H,VS1,63.4,56.0,4224,6.18,6.12,3.9
24824,0.58,Very Good,H,SI1,58.4,59.0,1239,5.48,5.51,3.21
24825,0.56,Ideal,H,VS1,61.8,55.0,1616,5.3,5.34,3.29
24826,0.76,Premium,F,SI2,62.3,55.0,2425,5.88,5.84,3.65
24827,0.32,Premium,G,VS2,59.8,59.0,720,4.52,4.48,2.69
24828,0.42,Ideal,G,VVS1,61.1,56.0,1235,4.84,4.82,2.95
24829,1.51,Ideal,J,VS1,62.7,56.0,8092,7.3,7.35,4.59
24830,0.91,Very Good,H,VVS2,62.9,58.0,4665,6.14,6.17,3.87
24831,1.06,Ideal,D,VVS2,61.8,56.0,13588,6.49,6.53,4.03
24832,0.5,Ideal,E,SI2,61.8,58.0,1104,5.08,5.11,3.15
24833,1.54,Very Good,G,VS1,63.4,57.0,14433,7.28,7.36,4.64
24834,0.72,Ideal,H,SI1,62.3,54.0,2354,5.78,5.75,3.59
24835,1.01,Very Good,E,SI1,63.2,59.0,4830,6.28,6.25,3.96
24836,0.3,Very Good,J,VS1,63.4,55.0,506,4.3,4.25,2.71
24837,0.3,Premium,F,VS1,59.8,60.0,799,4.39,4.31,2.6
24838,0.72,Ideal,E,SI2,61.7,57.0,2337,5.72,5.78,3.55
24839,0.9,Good,D,SI1,61.9,62.0,4419,6.15,6.17,3.81
24840,0.94,Ideal,E,SI2,60.9,57.0,4366,6.34,6.36,3.87
24841,1.05,Premium,G,SI2,62.6,62.0,4598,6.49,6.45,4.05
24842,0.3,Ideal,G,IF,61.3,55.0,863,4.33,4.35,2.66
24843,1.4,Premium,J,SI1,62.9,59.0,4939,7.16,7.07,4.48
24844,0.71,Very Good,G,VS2,62.1,58.0,2905,5.65,5.71,3.53
24845,0.9,Very Good,H,VS2,62.7,59.0,4173,6.11,6.17,3.85
24846,1.5,Premium,F,VS1,59.6,60.0,15338,7.41,7.49,4.44
24847,0.5,Very Good,G,VVS1,62.3,59.0,1966,5.01,5.04,3.13
24848,0.26,Ideal,H,SI2,62.5,53.0,362,4.09,4.13,2.57
24849,1.03,Ideal,D,SI2,61.8,56.0,4679,6.46,6.51,4.01
24850,1.51,Ideal,G,SI1,62.3,54.0,10993,7.38,7.32,4.58
24851,0.31,Ideal,G,IF,62.1,54.0,891,4.36,4.37,2.71
24852,1.21,Premium,F,VS2,62.2,60.0,9419,6.75,6.72,4.19
24853,0.27,Ideal,G,VVS1,62.5,56.0,627,4.15,4.18,2.6
24854,1.07,Ideal,F,SI2,62.0,56.0,5077,6.51,6.55,4.09
24855,1.05,Premium,G,VS1,61.6,58.0,7063,6.51,6.48,4.0
24856,0.36,Ideal,G,VVS1,62.1,56.0,884,4.58,4.6,2.85
24857,1.5,Ideal,H,SI2,62.4,57.0,9104,7.29,7.33,4.56
24858,0.3,Ideal,E,VS1,60.7,57.0,710,4.31,4.36,2.63
24859,0.75,Premium,G,SI1,60.9,58.0,2631,5.87,5.83,3.56
24860,1.1,Premium,D,SI2,62.4,58.0,4640,6.57,6.6,4.11
24861,1.05,Premium,G,IF,60.6,60.0,9012,6.59,6.57,3.99
24862,1.1,Ideal,H,SI2,63.1,58.0,4725,6.54,6.53,4.12
24863,0.77,Premium,G,SI2,61.9,59.0,2391,5.88,5.84,3.63
24864,0.42,Premium,D,SI2,62.0,59.0,862,4.83,4.78,2.98
24865,0.7,Premium,G,VS1,61.4,59.0,2512,5.59,5.74,3.51
24866,0.39,Ideal,G,SI1,61.4,55.0,919,4.7,4.74,2.9
24867,2.26,Premium,H,SI2,61.9,58.0,11226,8.37,8.33,5.17
24868,0.56,Very Good,G,VS1,59.9,60.0,1912,5.37,5.41,3.23
24869,0.36,Good,H,VS2,63.7,55.0,568,4.49,4.52,2.87
24870,1.17,Ideal,G,VS1,61.8,57.0,8639,6.76,6.8,4.19
24871,1.01,Ideal,G,VS2,61.6,57.0,6159,6.41,6.44,3.96
24872,1.7,Premium,G,SI1,62.1,57.0,13417,7.61,7.55,4.71
24873,1.75,Very Good,G,VS2,62.6,58.0,16632,7.63,7.67,4.79
24874,0.3,Very Good,G,VVS2,62.7,56.0,684,4.24,4.31,2.68
24875,0.61,Ideal,F,SI2,61.3,55.0,1424,5.47,5.55,3.38
24876,2.05,Premium,I,SI1,61.2,57.0,15837,8.24,8.21,5.03
24877,0.72,Ideal,G,SI1,62.0,56.0,2318,5.75,5.71,3.55
24878,0.43,Ideal,G,VS2,62.4,56.0,1093,4.87,4.84,3.02
24879,1.56,Good,I,SI1,64.0,57.0,6246,7.32,7.28,4.67
24880,0.32,Ideal,I,VVS2,61.5,56.0,720,4.42,4.4,2.71
24881,1.53,Ideal,I,VS1,60.2,60.0,10171,7.51,7.48,4.51
24882,1.06,Premium,F,SI1,62.4,58.0,4862,6.56,6.51,4.07
24883,1.23,Ideal,I,SI2,61.8,55.0,5820,6.87,6.91,4.26
24884,0.72,Very Good,E,SI1,62.1,57.0,2578,5.69,5.75,3.55
24885,1.04,Ideal,F,I1,61.6,57.0,3718,6.51,6.46,4.0
24886,1.09,Ideal,H,SI1,61.9,56.0,4871,6.64,6.61,4.1
24887,0.83,Ideal,G,SI1,61.8,55.0,3171,6.05,6.09,3.75
24888,0.4,Ideal,H,VVS2,62.4,57.0,877,4.69,4.73,2.94
24889,0.33,Ideal,G,IF,61.8,55.0,1052,4.48,4.45,2.76
24890,0.52,Ideal,E,SI1,62.3,56.0,1389,5.12,5.16,3.2
24891,0.9,Very Good,E,SI2,62.6,58.0,3902,6.1,6.16,3.84
24892,1.03,Premium,I,SI1,62.0,58.0,4326,6.47,6.43,4.0
24893,0.34,Premium,F,SI1,59.8,58.0,727,4.57,4.53,2.72
24894,1.07,Ideal,E,SI1,61.4,57.0,5537,6.59,6.53,4.03
24895,0.91,Premium,E,VS1,61.9,59.0,5167,6.23,6.17,3.84
24896,0.73,Premium,F,SI1,61.7,58.0,2527,5.74,5.7,3.53
24897,0.34,Ideal,G,IF,61.9,54.0,1084,4.49,4.46,2.77
24898,0.37,Ideal,H,VVS1,62.3,56.0,810,4.56,4.59,2.85
24899,1.55,Ideal,D,SI2,61.1,56.0,10275,7.45,7.48,4.56
24900,0.27,Premium,E,VS1,61.5,58.0,603,4.22,4.17,2.58
24901,0.33,Very Good,I,VS1,63.1,56.0,668,4.4,4.38,2.77
24902,1.13,Premium,J,SI1,61.3,59.0,4214,6.77,6.67,4.12
24903,0.36,Ideal,E,VS1,60.8,55.0,767,4.58,4.63,2.8
24904,2.17,Very Good,I,SI1,62.1,61.0,15760,8.24,8.27,5.13
24905,0.51,Ideal,H,VS2,61.7,56.0,1563,5.13,5.18,3.18
24906,0.51,Good,H,SI1,63.7,56.0,1119,5.07,5.1,3.24
24907,0.7,Premium,D,SI2,60.8,61.0,1987,5.69,5.64,3.45
24908,0.31,Good,D,SI1,63.5,57.0,571,4.28,4.32,2.73
24909,0.41,Very Good,G,VS1,60.7,58.0,899,4.79,4.83,2.92
24910,1.0,Ideal,J,VS2,61.9,54.0,4278,6.41,6.45,3.98
24911,0.41,Ideal,E,VS1,60.4,55.0,1115,4.85,4.89,2.94
24912,1.73,Fair,H,SI2,65.9,58.0,6007,7.52,7.45,4.93
24913,0.71,Very Good,I,SI1,60.2,58.0,2063,5.76,5.83,3.49
24914,0.65,Very Good,I,VVS1,61.8,56.0,1801,5.53,5.57,3.43
24915,0.61,Ideal,G,VS1,62.1,56.0,2167,5.42,5.44,3.37
24916,0.51,Very Good,F,SI1,62.9,56.0,1308,5.05,5.1,3.19
24917,0.4,Good,E,SI2,64.2,57.0,798,4.7,4.68,3.01
24918,1.03,Premium,F,VS1,61.7,56.0,6783,6.49,6.47,4.0
24919,2.01,Premium,J,VS1,60.1,59.0,15185,8.25,8.18,4.94
24920,0.8,Very Good,F,SI2,61.0,57.0,2772,6.01,6.03,3.67
24921,1.25,Very Good,H,SI2,62.7,57.0,5362,6.82,6.86,4.29
24922,0.3,Ideal,G,IF,61.8,55.0,813,4.33,4.35,2.68
24923,1.01,Ideal,F,VS1,62.2,57.0,7240,6.48,6.39,4.0
24924,0.91,Good,G,VVS2,64.1,58.0,4464,6.1,6.06,3.9
24925,1.05,Very Good,G,VS2,63.0,57.0,5987,6.48,6.51,4.09
24926,1.56,Very Good,H,VS2,63.1,60.0,11039,7.43,7.34,4.66
24927,1.03,Premium,E,SI2,58.8,62.0,4070,6.58,6.51,3.85
24928,0.35,Ideal,H,VVS2,59.2,56.0,906,4.65,4.6,2.74
24929,0.5,Ideal,D,SI1,61.9,57.0,1654,5.08,5.06,3.14
24930,0.51,Ideal,H,VS1,62.0,56.0,1668,5.14,5.17,3.2
24931,0.7,Premium,E,SI2,61.8,59.0,2159,5.69,5.76,3.54
24932,1.02,Good,F,SI1,63.7,61.0,4678,6.27,6.23,3.98
24933,1.42,Premium,H,SI1,62.3,58.0,8102,7.15,7.19,4.47
24934,0.99,Ideal,F,SI1,62.8,57.0,5728,6.3,6.38,3.98
24935,0.3,Premium,G,SI1,62.9,59.0,574,4.28,4.24,2.68
24936,1.01,Very Good,F,SI2,62.4,58.0,4416,6.37,6.41,3.99
24937,1.07,Ideal,E,VS1,60.0,58.0,8998,6.66,6.7,4.01
24938,0.4,Good,I,VS2,63.8,54.0,666,4.68,4.72,3.0
24939,1.02,Very Good,F,SI2,60.0,60.0,4207,6.53,6.57,3.93
24940,0.41,Good,E,SI1,63.9,58.0,755,4.7,4.72,3.01
24941,1.23,Premium,G,VS2,61.6,58.0,5654,6.91,6.85,4.24
24942,1.0,Good,F,SI1,60.1,65.0,4679,6.4,6.44,3.86
24943,0.9,Premium,H,VS2,61.2,61.0,4355,6.18,6.08,3.75
24944,1.7,Premium,F,VS2,62.8,58.0,18251,7.61,7.54,4.76
24945,1.51,Ideal,H,SI1,62.3,53.7,11062,7.33,7.37,4.58
24946,0.42,Ideal,G,VVS1,61.2,56.0,1235,4.86,4.85,2.97
24947,1.08,Ideal,H,SI1,62.8,57.0,4964,6.55,6.51,4.1
24948,1.07,Premium,F,SI2,62.0,58.0,4700,6.57,6.52,4.06
24949,0.34,Ideal,D,VS1,61.3,56.0,742,4.5,4.54,2.77
24950,0.34,Premium,I,VVS1,61.9,58.0,803,4.52,4.43,2.77
24951,1.21,Ideal,G,SI1,62.1,57.0,6958,6.79,6.83,4.23
24952,0.62,Ideal,D,SI1,62.2,55.0,2062,5.51,5.45,3.41
24953,0.47,Very Good,G,SI1,62.8,56.0,1133,4.96,4.93,3.11
24954,1.01,Good,H,SI1,63.1,60.0,4432,6.37,6.41,4.03
24955,0.31,Premium,H,SI1,62.8,58.0,558,4.32,4.28,2.7
24956,0.65,Ideal,J,SI1,61.4,55.0,1276,5.58,5.62,3.44
24957,0.55,Ideal,E,SI1,60.9,56.0,1448,5.28,5.32,3.23
24958,1.01,Very Good,G,VVS2,63.0,61.0,7528,6.34,6.36,4.0
24959,2.1,Fair,G,I1,64.6,58.0,6597,8.05,8.01,5.19
24960,1.68,Good,E,I1,64.3,60.0,5871,7.48,7.44,4.8
24961,0.82,Very Good,G,SI2,62.5,56.0,2893,5.99,6.04,3.76
24962,1.01,Good,D,SI2,63.9,57.0,4672,6.36,6.29,4.04
24963,0.47,Good,F,VS1,64.0,60.0,1353,4.96,4.87,3.15
24964,1.0,Premium,H,I1,60.4,61.0,1932,6.39,6.32,3.84
24965,1.63,Ideal,E,SI1,60.5,59.0,14022,7.66,7.62,4.62
24966,1.7,Very Good,I,SI1,61.9,62.0,10680,7.52,7.58,4.67
24967,2.03,Very Good,I,SI1,62.2,59.0,16693,8.03,8.09,5.01
24968,0.4,Good,E,SI1,63.5,55.0,687,4.67,4.71,2.98
24969,0.7,Ideal,D,SI2,60.6,56.6,2575,5.75,5.77,3.49
24970,0.53,Ideal,E,SI1,61.9,55.0,1585,5.2,5.24,3.23
24971,0.35,Ideal,J,VS1,61.5,56.0,478,4.56,4.58,2.81
24972,2.3,Premium,I,VS2,61.8,60.0,18239,8.47,8.39,5.21
24973,0.7,Fair,H,SI1,64.7,58.0,2051,5.59,5.54,3.6
24974,0.52,Ideal,F,SI1,62.2,54.0,1223,5.19,5.23,3.24
24975,0.78,Ideal,D,SI1,61.1,57.0,3214,5.95,5.97,3.64
24976,1.0,Very Good,H,SI1,62.1,58.0,5247,6.44,6.45,4.0
24977,0.5,Ideal,G,VVS2,62.1,55.0,1838,5.05,5.09,3.15
24978,1.07,Premium,F,SI1,59.6,58.0,5662,6.72,6.68,3.99
24979,0.31,Ideal,G,VVS1,62.0,55.0,789,4.34,4.37,2.7
24980,0.36,Ideal,F,VS1,61.5,55.0,803,4.57,4.61,2.82
24981,1.01,Ideal,E,SI2,62.0,56.0,4694,6.46,6.42,3.99
24982,0.58,Ideal,G,IF,62.1,56.0,2528,5.35,5.37,3.32
24983,0.5,Fair,F,VS1,56.4,62.0,1446,5.31,5.22,2.97
24984,1.5,Good,E,SI1,61.3,65.0,10868,7.17,7.23,4.41
24985,0.32,Ideal,I,SI1,62.4,57.0,432,4.35,4.37,2.72
24986,0.5,Good,F,SI1,63.7,61.0,1125,5.02,4.99,3.19
24987,0.77,Good,H,VVS2,57.9,61.0,3027,6.07,6.01,3.5
24988,1.02,Ideal,F,SI2,61.8,57.0,4832,6.49,6.43,3.99
24989,2.07,Ideal,F,SI2,61.5,55.0,18344,8.23,8.28,5.08
24990,1.02,Premium,F,SI2,59.9,59.0,4162,6.56,6.59,3.94
24991,0.9,Good,E,VS2,63.7,54.0,4770,6.13,6.15,3.91
24992,0.71,Good,I,SI1,62.6,63.0,1788,5.54,5.61,3.49
24993,0.8,Ideal,H,SI2,62.4,57.0,2122,5.91,5.83,3.66
24994,0.72,Ideal,H,SI1,62.0,57.0,2361,5.73,5.76,3.56
24995,1.01,Fair,F,VS1,64.6,60.0,6366,6.26,6.16,4.01
24996,0.31,Very Good,G,VS2,63.5,58.0,698,4.29,4.22,2.7
24997,0.52,Ideal,H,VS1,61.0,56.0,1699,5.15,5.23,3.17
24998,0.9,Very Good,E,SI1,62.8,58.0,4760,6.09,6.13,3.84
24999,0.35,Very Good,H,VS2,59.8,62.0,545,4.57,4.63,2.75
25000,0.76,Very Good,F,SI2,63.3,55.0,2347,5.79,5.83,3.68
25001,1.02,Premium,G,VS2,62.7,58.0,6169,6.45,6.4,4.03
25002,0.8,Good,H,VS2,63.4,60.0,2845,5.92,5.82,3.72
25003,0.5,Ideal,G,VS1,62.0,54.0,1569,5.11,5.15,3.18
25004,1.02,Very Good,E,SI2,62.9,56.0,4398,6.36,6.43,4.02
25005,0.51,Premium,F,SI1,61.3,57.0,1274,5.19,5.08,3.15
25006,0.32,Good,I,SI2,63.1,58.0,374,4.34,4.41,2.76
25007,0.3,Good,G,VVS1,63.2,58.0,789,4.23,4.25,2.68
25008,0.44,Ideal,G,VVS2,61.8,56.0,1155,4.94,4.9,3.04
25009,1.0,Fair,G,VS2,69.8,54.0,4435,6.03,5.94,4.18
25010,0.41,Ideal,D,SI1,61.7,56.0,744,4.77,4.8,2.95
25011,0.5,Ideal,G,VVS2,62.7,55.0,1836,5.07,5.1,3.19
25012,0.37,Very Good,D,SI1,62.3,56.0,681,4.61,4.64,2.88
25013,2.1,Ideal,I,SI2,63.0,56.0,10457,8.18,8.15,5.12
25014,0.55,Ideal,G,VVS2,61.4,56.0,2028,5.27,5.28,3.24
25015,1.76,Very Good,H,SI1,63.1,59.0,12288,7.69,7.59,4.82
25016,1.15,Good,F,SI2,63.8,57.0,4437,6.65,6.6,4.23
25017,1.0,Premium,D,SI2,59.9,59.0,4928,6.48,6.44,3.87
25018,0.72,Ideal,G,VS1,61.2,57.0,3478,5.76,5.79,3.53
25019,1.0,Premium,G,SI1,62.7,59.0,5292,6.36,6.31,3.97
25020,1.01,Very Good,F,SI2,62.5,58.0,4690,6.39,6.41,4.0
25021,1.08,Very Good,G,SI2,62.8,56.0,4685,6.48,6.6,4.11
25022,0.3,Ideal,E,VS1,62.5,56.0,694,4.27,4.31,2.68
25023,1.29,Ideal,G,VS2,62.9,57.0,7080,6.91,6.89,4.34
25024,0.31,Ideal,F,SI1,62.9,57.0,663,4.34,4.31,2.72
25025,2.08,Ideal,H,SI1,61.7,58.0,17469,8.13,8.21,5.04
25026,0.8,Ideal,F,IF,60.8,56.0,6674,5.99,6.05,3.66
25027,0.36,Ideal,G,SI1,61.4,55.0,571,4.61,4.64,2.84
25028,1.11,Ideal,G,SI1,62.6,57.0,5061,6.64,6.59,4.14
25029,1.51,Good,F,VS2,62.0,59.0,13819,7.18,7.37,4.51
25030,0.41,Ideal,G,SI2,61.7,56.0,648,4.79,4.81,2.96
25031,1.07,Ideal,H,SI2,59.2,57.0,4434,6.7,6.64,3.95
25032,1.36,Fair,J,SI2,67.8,55.0,4158,6.73,6.66,4.54
25033,0.34,Premium,I,SI1,62.7,58.0,447,4.4,4.43,2.77
25034,1.02,Premium,D,VS1,60.3,58.0,8181,6.57,6.49,3.94
25035,0.33,Ideal,G,VVS1,61.0,56.0,971,4.49,4.52,2.75
25036,1.55,Very Good,H,SI2,62.5,61.0,8174,7.31,7.34,4.58
25037,0.37,Premium,G,SI1,60.0,57.0,708,4.7,4.67,2.81
25038,0.5,Ideal,G,VVS2,60.5,55.0,1935,5.15,5.13,3.11
25039,0.96,Fair,H,I1,66.9,60.0,1705,6.15,6.04,4.09
25040,0.74,Ideal,I,VS2,61.9,55.0,2997,5.8,5.83,3.6
25041,0.91,Good,E,SI1,63.5,57.0,4512,6.11,6.14,3.89
25042,0.9,Premium,H,VS1,63.0,59.0,4064,6.13,6.1,3.85
25043,1.51,Premium,E,VS1,62.7,58.0,16669,7.33,7.25,4.57
25044,0.58,Fair,F,I1,66.3,55.0,893,5.18,5.1,3.41
25045,0.8,Premium,G,SI2,61.8,58.0,2429,5.92,5.98,3.68
25046,1.06,Very Good,I,SI1,62.8,56.0,4255,6.47,6.52,4.08
25047,1.09,Premium,I,SI1,61.7,59.0,4273,6.59,6.53,4.05
25048,1.08,Ideal,H,VS2,61.8,56.0,5625,6.59,6.55,4.06
25049,2.02,Ideal,H,SI2,60.8,56.0,11715,8.21,8.14,4.97
25050,0.3,Ideal,J,VS1,62.0,57.0,411,4.28,4.3,2.66
25051,0.8,Very Good,F,VS1,63.8,55.0,3603,5.84,5.89,3.74
25052,1.53,Good,H,IF,63.1,57.0,13248,7.25,7.34,4.6
25053,1.53,Very Good,H,VS1,59.5,63.0,9896,7.44,7.51,4.45
25054,1.04,Very Good,G,SI1,61.8,59.0,5070,6.49,6.55,4.03
25055,0.41,Premium,E,SI1,61.0,59.0,969,4.82,4.78,2.93
25056,0.31,Very Good,D,SI1,61.1,57.0,571,4.35,4.36,2.66
25057,0.31,Ideal,H,VS1,62.6,55.0,698,4.35,4.31,2.71
25058,1.71,Premium,D,SI2,60.6,60.0,13325,7.76,7.69,4.68
25059,1.23,Premium,F,VS2,59.6,58.0,9016,7.02,6.94,4.16
25060,0.7,Very Good,E,SI1,59.6,63.0,2396,5.72,5.65,3.39
25061,1.21,Premium,F,VS1,62.6,59.0,10018,6.81,6.76,4.25
25062,0.41,Very Good,G,VVS1,60.0,59.0,1151,4.83,4.84,2.9
25063,0.8,Ideal,F,SI2,61.8,56.0,2564,5.97,6.0,3.7
25064,1.0,Good,E,VS2,60.6,65.0,6445,6.29,6.36,3.83
25065,0.42,Premium,G,VVS1,62.7,58.0,1235,4.79,4.74,2.99
25066,0.55,Ideal,D,SI1,61.3,56.0,1611,5.28,5.33,3.25
25067,0.71,Ideal,J,SI1,61.4,56.0,1940,5.75,5.78,3.54
25068,0.3,Premium,G,VVS1,62.6,62.0,945,4.26,4.21,2.65
25069,1.1,Ideal,G,VS2,62.0,56.0,6534,6.6,6.68,4.12
25070,1.01,Good,E,SI2,63.3,58.0,4149,6.29,6.35,4.0
25071,0.7,Premium,E,SI1,58.6,60.0,2657,5.78,5.75,3.38
25072,1.01,Good,F,SI2,58.2,61.0,4140,6.47,6.53,3.78
25073,0.42,Ideal,H,SI1,62.4,57.0,700,4.76,4.79,2.98
25074,2.21,Very Good,F,SI2,61.0,58.0,18483,8.36,8.43,5.12
25075,1.15,Very Good,H,SI1,62.4,57.0,5270,6.68,6.71,4.18
25076,0.45,Premium,I,SI2,60.1,59.0,830,4.96,4.92,3.02
25077,0.34,Very Good,F,SI1,59.4,62.0,566,4.54,4.59,2.71
25078,1.02,Ideal,G,VS1,61.3,57.0,7324,6.48,6.51,3.98
25079,0.7,Good,F,SI1,63.8,60.0,2423,5.63,5.6,3.58
25080,0.32,Ideal,G,VS1,61.8,55.0,828,4.45,4.42,2.74
25081,0.7,Very Good,D,SI1,61.1,57.0,2677,5.74,5.66,3.48
25082,1.02,Very Good,E,SI2,63.3,58.0,4540,6.31,6.4,4.02
25083,0.71,Ideal,D,SI1,61.8,56.0,3502,5.72,5.76,3.54
25084,1.02,Good,H,SI2,64.3,60.0,3713,6.36,6.25,4.06
25085,0.32,Premium,F,SI1,60.7,62.0,638,4.43,4.4,2.68
25086,1.14,Premium,H,SI1,59.3,59.0,5458,6.8,6.76,4.02
25087,0.31,Premium,E,SI1,59.3,59.0,544,4.42,4.48,2.64
25088,1.14,Very Good,H,VS2,59.9,57.0,5053,6.78,6.81,4.07
25089,0.93,Very Good,I,VS1,62.5,58.0,3562,6.2,6.25,3.89
25090,0.59,Ideal,G,VS2,62.1,57.0,1774,5.36,5.39,3.34
25091,0.38,Ideal,G,VS1,62.5,56.0,800,4.64,4.58,2.88
25092,1.03,Premium,H,VS1,61.2,58.0,5744,6.52,6.55,4.0
25093,0.71,Premium,E,SI1,59.2,59.0,2792,5.83,5.86,3.46
25094,1.01,Very Good,G,VS1,63.6,57.0,6905,6.3,6.35,4.02
25095,1.02,Good,G,VS1,57.3,59.0,5706,6.71,6.65,3.83
25096,0.56,Very Good,G,VVS2,61.6,56.0,2010,5.29,5.31,3.27
25097,0.54,Very Good,I,VS2,62.3,56.0,1317,5.17,5.22,3.24
25098,2.04,Premium,G,I1,62.4,58.0,9905,8.17,8.08,5.07
25099,0.81,Premium,G,SI2,61.7,57.0,2482,5.99,5.94,3.68
25100,2.0,Good,I,SI1,63.9,57.0,12554,8.01,7.91,5.09
25101,0.37,Good,H,VS2,63.7,55.0,749,4.56,4.54,2.9
25102,0.58,Ideal,H,SI1,62.2,57.0,1255,5.34,5.37,3.33
25103,1.65,Ideal,H,SI2,61.6,55.0,10349,7.58,7.62,4.68
25104,0.51,Ideal,H,VVS1,61.4,55.0,1776,5.13,5.16,3.16
25105,1.2,Ideal,H,VS2,62.0,56.0,6666,6.86,6.81,4.24
25106,1.51,Good,E,SI2,63.2,56.0,9833,7.26,7.32,4.61
25107,0.73,Ideal,H,VVS1,62.1,56.0,3220,5.75,5.8,3.59
25108,0.62,Ideal,G,IF,61.8,56.0,2869,5.43,5.47,3.37
25109,1.09,Ideal,F,SI1,62.0,56.0,5816,6.56,6.61,4.08
25110,1.16,Fair,H,SI2,66.3,57.0,4222,6.56,6.5,4.33
25111,0.93,Premium,D,SI2,62.6,57.0,4140,6.26,6.2,3.9
25112,1.07,Premium,I,VS2,60.7,58.0,4491,6.62,6.66,4.03
25113,1.5,Ideal,E,SI1,62.3,57.0,10214,7.33,7.28,4.55
25114,1.54,Premium,D,VS2,59.3,59.0,16889,7.61,7.54,4.49
25115,0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59
25116,1.51,Premium,E,SI2,61.1,60.0,9513,7.37,7.27,4.47
25117,1.08,Ideal,G,VS2,62.4,55.0,6532,6.62,6.55,4.11
25118,0.52,Very Good,G,VVS1,60.9,56.0,1913,5.18,5.24,3.17
25119,1.04,Premium,H,SI1,60.7,58.0,5179,6.55,6.53,3.97
25120,2.01,Good,I,VS1,62.5,56.0,17365,7.96,8.0,4.99
25121,0.31,Ideal,E,VS1,62.1,54.2,726,4.31,4.35,2.69
25122,1.01,Ideal,G,SI2,61.5,57.0,3739,6.42,6.46,3.96
25123,0.42,Premium,G,VVS2,61.6,60.0,1029,4.85,4.8,2.97
25124,1.2,Premium,I,SI1,61.4,57.0,5098,6.87,6.8,4.2
25125,1.01,Very Good,E,VS2,62.3,58.0,6310,6.39,6.45,4.0
25126,0.31,Ideal,H,SI1,61.5,55.0,464,4.39,4.42,2.71
25127,0.31,Good,E,SI1,63.7,57.0,698,4.31,4.29,2.74
25128,1.04,Ideal,H,VS2,62.2,57.0,6133,6.46,6.49,4.03
25129,0.41,Very Good,D,SI1,59.2,62.0,738,4.82,4.85,2.86
25130,0.91,Premium,I,VS1,61.9,57.0,3669,6.24,6.19,3.85
25131,0.3,Good,E,SI1,63.1,53.0,526,4.27,4.32,2.71
25132,1.26,Very Good,G,VS2,63.3,57.0,8040,6.88,6.93,4.37
25133,1.02,Premium,G,VS2,62.7,61.0,5998,6.39,6.34,3.99
